Closing Price,Volume,Previous Day High,Previous Day Low,Next Day Opening Price
156.38,6738,165.34,153.73,158.07
131.87,6159,138.33,129.64,128.7
422.95,7760,428.41,405.92,418.94
249.03,7461,252.53,240.27,247.24
212.52,2350,214.22,210.5,213.65
202.44,8766,204.45,188.84,202.16
129.92,1173,136.07,115.94,128.24
493.95,9550,500.23,488.62,497.77
246.82,1942,255.07,238.01,246.5
165.7,5529,177.94,153.8,165.25
445.66,1428,461.08,433.33,440.97
389.25,2944,394,378.54,390.64
365.05,3355,380.47,357.13,364.64
218.89,5373,222.53,216.58,215.34
266.18,4228,285.97,264.76,263.62
436.43,8895,442.85,426.7,433.46
355.96,5263,372.87,351.1,352.18
238.26,6555,242.88,219.43,237.62
143.71,7513,162.77,130.54,142.34
460.11,5043,476.81,447.98,458.71
482.21,8679,490.04,473.49,479.73
387.52,7522,396.53,380.26,386.88
376.56,1568,377.63,372.14,377.03
315.08,9029,320.86,312.94,316.2
488.6,7242,495.1,475.55,485.8
377.66,3210,387.26,361.86,379.94
130.69,9025,134.34,113.4,125.96
136.69,6394,146.79,121.93,139.2
485.43,8124,499.13,467.39,483.26
477.31,1343,485.37,457.64,476.01
323.13,3583,328.55,303.86,323.94
185.66,7751,197.06,173.4,186.76
333.4,4192,334.95,328.14,332.61
405.42,1153,412.89,402.4,409.8
103.31,8249,114.34,83.43,106.9
429.13,8444,436.51,422.27,426.38
285.92,5221,293.48,284.27,286.81
285.27,6403,302.38,276.84,287.48
273.72,8803,292.47,258.51,270.89
376.74,2870,393.46,358.81,371.92
183.78,8958,186.66,173.71,188.54
342.66,4252,349.17,336.08,347.25
117.64,6940,132.15,101.85,115.84
424.54,4547,444.05,413.97,421.93
426.18,4907,431.78,423.54,422.72
224.75,8006,242.82,206.88,226.62
142.17,8804,157.21,128.71,144.72
399.1,2475,418.79,397.4,398.3
288.09,5001,290.86,286.91,285.51
469.99,4934,478.49,467.32,469.47
241.39,5990,251.48,224.78,241.56
436.6,5785,450.37,426.46,437.04
110.13,4863,123.55,102.76,109.56
409.12,3520,427.34,403.38,404.15
371.3,5100,388.23,360.67,371.02
310.51,8733,312.56,307.93,308.98
464.17,1777,474.41,451.44,464.74
476.8,9412,485.54,468.57,472.5
471.87,2541,491.82,454.56,475.67
339.12,6647,348.24,323.79,342.88
307.76,8739,321.73,306.41,308.4
207.59,7055,213.99,203.43,209.96
164.83,7643,177.51,154.82,164.21
322.84,7850,327.76,309.32,323.74
159.4,4520,171.87,144.81,160.58
168.85,7388,186.34,152.34,167.39
242.7,9453,244.06,240.76,247.31
174.7,5638,185.29,173.35,175.72
300.69,4422,320.36,288.28,305.6
365.5,3081,369.53,350.75,364.82
379.16,1487,383.65,363.21,374.48
313.11,4420,323.06,309.15,311.14
308.72,8613,326.27,289.31,310.23
289.92,7613,301.62,284.57,294.03
198.11,7437,208.77,192.35,199.26
361.7,5983,364.35,357.77,361.41
362.81,2782,382.09,360.99,358.62
202.32,8555,209.92,185.94,198.77
380.23,1276,386.01,379.12,375.76
443.2,9689,452.03,433.39,445.31
337.88,6362,346.75,335.14,341.19
147.02,9038,156.73,145.16,143.66
230.9,4928,244.99,212.15,229.16
137.12,5454,154.61,120.43,136.91
220.81,3839,222.9,212.31,217.24
184.78,1277,195.1,175.06,183.94
321.85,5266,330.72,304.36,326.52
269.42,2519,270.62,253.28,271.61
389.07,7832,405.59,374.93,385.74
245.22,5471,248.2,234.02,241.21
161.89,6137,165.07,149.34,161.34
194.41,7443,196.33,185.94,199.29
318.31,5204,323.12,307.28,321.25
279.94,2465,284.3,268.69,277.87
117.04,2079,124.65,99.61,112.31
183.98,3494,197.5,178.82,183.09
218.69,7635,220.73,213.01,215.3
390.14,9323,407.49,385.14,386.95
392.17,1249,399.38,380.17,388.79
379.2,2065,391.72,364.99,381.39
427.38,1996,428.61,421.85,422.74
449.55,1230,457.5,435.69,450.2
128.44,1403,129.48,115.51,130.97
297.22,5076,301.37,290.12,293.79
159.58,4963,169.09,154.22,163.51
241.62,4452,252.79,223.87,237.41
365.28,9046,369.18,353.46,367.11
340.66,8956,355.82,326.29,337.38
151.42,5222,156.01,132.84,154.48
402.83,6764,406.03,397.93,403.55
414.81,9431,422.14,407.15,415.7
155.67,8717,167.15,146.42,154.13
346.26,7713,366.05,340.84,344.1
478.09,9879,487.05,461.12,477.72
137.58,9554,146.67,134.99,140.15
165.84,5269,167.97,160.3,162.52
406.21,5950,421.76,401.58,409.37
234.77,3304,239.22,215.66,234.57
482.23,3147,497.38,469.31,481.75
349.75,3534,368.05,335.14,344.91
293.28,3592,308.88,290.22,289.52
235.07,4437,248.27,230.38,234.39
195.65,6271,208.12,179.26,200.46
360.01,3629,369.63,348.22,357.51
336.81,7797,340.56,334.95,331.91
243.17,9287,258.96,231.42,242.52
467.11,9530,477.18,457.08,462.27
404.72,2107,417.61,400.8,403.08
204.03,8640,212.13,191.76,202.57
477.35,5220,482.16,473.04,472.37
402.22,3387,418.54,385.8,405.01
458.84,1650,466.35,446.09,462.97
154.49,6628,171.95,136.93,159.48
113.2,7815,132.55,104.13,113.29
297.17,2436,313.94,286.44,295.23
279.26,4357,282.7,263.81,281.44
447.92,4157,465.17,436.54,450.29
168.86,5234,179.73,156.99,167.65
109.43,1703,115.02,97.92,110.09
311.7,7053,314.47,301.36,314.92
171.03,2211,177.32,154.72,167.92
119.8,5998,123.41,109.58,115.01
108.88,9131,110.37,90.77,109.28
156.97,8459,176.74,140.61,158.62
250.34,2061,267.14,236.19,251.09
453.59,2059,468.63,435.51,454.55
404.23,9306,408.9,393.03,403.16
312.07,9705,313.59,295.45,313.58
272.14,9502,282.36,266.54,267.57
282.32,1844,297.41,279.93,278.83
453.86,4259,473.15,439.84,453.31
389.85,5120,406.89,383.12,394.28
168.81,9973,186.78,155.75,170.25
475.89,8407,481.43,473.42,474.45
409.17,6512,413.12,390.01,408.75
113.66,1674,119.37,102.88,117.12
300.9,5331,304.54,299.72,301.33
361.11,2485,377.28,351.07,356.59
124.4,3116,142.55,108.39,123.56
241.22,6370,248.06,223.78,240.1
359.32,7830,376.98,349.56,363.32
426.44,1734,428.48,423.04,424.49
490.86,8497,504.72,472.64,486.5
148.65,4567,159.67,129.01,147.2
352.96,2020,359.22,350.76,348.4
457.12,7492,472.71,454.63,460.44
386.77,7159,391.8,375.02,387.67
352.96,1208,361.87,341.82,352.65
185.77,8210,200.26,173.58,184.37
426.12,7827,433.55,419.09,425.3
325,2928,342.25,323.04,327.87
144.57,5934,162.01,132.54,141.37
474.24,2723,479.09,470.36,469.96
495.36,8474,504.72,487.87,495.97
315.07,9727,324.28,303,318.66
410.59,9573,419.38,405.63,411.21
333.33,7906,343.86,322.02,336.29
268.88,4062,271.3,254.3,272.81
263.64,7125,281.17,261.39,259.41
485.73,6877,492.23,472.96,486.62
247.51,6250,248.55,236.84,250.84
296.18,6486,310.2,293.33,297.62
199.4,6993,212.76,184.98,200.31
201.31,5038,220.99,194.41,204.19
242.49,9466,257.16,238.03,244.56
469.91,5521,477.23,463.54,469.93
258.62,4399,277.71,247.24,254.06
320.92,7870,328.86,308.89,322.05
318.3,8059,334.91,314.08,315.43
333.26,4872,340.64,314.46,330.8
428.02,9581,429.94,420.77,429.81
460.48,9462,475.42,454.38,460.01
183.5,4021,191.15,178.95,185.67
444.18,1456,451.62,440.89,443.1
319.08,9537,333.68,299.42,322.78
469.79,4327,476.91,455.97,469.06
466.46,6918,469.7,450.51,466.4
255.77,4456,264.46,247.15,252.04
360.75,6266,377.4,351.87,360.79
448.56,4873,452.04,428.81,445.96
253.88,6201,265.42,249.07,256.51
117.53,4757,121.04,110.32,119.67
243.92,3314,245.86,239.22,239.08
246.16,4562,254.36,239.79,246.1
422.7,5945,436.2,409.09,418.15
223.85,8615,230.07,216.98,224.54
457.59,7400,467.06,439.96,461.61
319.46,3056,329.79,317.53,323.13
334.46,5416,351.45,326.72,331.9
422.8,2366,439.36,405.45,419.2
153.83,8424,154.87,141.02,156.74
107.18,4961,116.04,91.53,107.64
122.65,3239,136.11,115.5,121.88
112.27,6243,129.46,104.25,115.37
379.96,1084,381.89,362.08,377.48
197.99,6031,210.93,182.75,195.23
442.97,8837,459.97,434.67,444.09
453.15,2558,459,448.06,450.88
242.43,6239,247.33,239.42,241.7
177.93,6175,187.82,160.56,177.48
299.52,7544,318.81,285.27,296.58
426.32,5609,440.49,413.78,421.94
373.96,5457,383.02,358.2,376.62
110.3,4799,111.69,91.91,113.13
102.86,1032,114.44,87.39,103.84
145.52,2784,153.15,136.53,142.01
234.71,9462,239.24,230.36,234.47
314.75,7817,325.26,300.19,311.53
427.03,9635,434.52,421.35,430.85
157.12,9339,158.85,141.25,159.09
160.99,3518,175.78,153.56,156.31
445.45,9734,460.37,441.47,440.47
469.61,3025,482.37,463.77,474.45
320.52,9543,337.49,314.45,315.91
413.96,1368,418.82,405.76,417.62
237.07,7168,243.51,231.18,241.63
478.51,8679,488.22,473.22,476.59
461.95,5427,464.1,453.51,462.35
439.84,1779,457.63,422.35,441.32
105.19,8666,115.51,102.85,105.4
309.32,3485,316.49,302.69,306.45
110.66,7287,120.75,98.98,111.48
370.98,3749,378.16,353.36,368.56
173.38,5169,179.82,166.98,170.03
355.79,7025,365.3,348.17,355.85
139.18,8258,149.34,123.02,137.9
402.65,3702,411.88,394.57,397.92
390.58,2015,401.99,373.4,395.08
101.84,5622,117.73,92.19,97.24
416.82,9144,418.91,405.01,420.85
165.51,8788,181.93,153.86,162.41
143.72,7257,149.06,140.45,140.13
300.1,6206,305.89,292.35,295.79
336.04,3273,348.43,330.45,335.29
141.24,7267,160.78,127.26,142.11
221.9,2642,223.23,203.16,225.94
263.12,3392,276.91,258.08,265.96
477.45,5389,491.69,474.71,474.04
200.53,3511,212.43,189.9,197.21
204.2,2576,205.38,195.77,199.28
363.76,8307,376.28,362.08,365.64
390.86,6567,394.05,372.35,386.04
104.33,4738,106.81,85.47,100.71
153.61,1503,167.84,136.45,154.96
243.08,1325,257.38,236.75,239.58
352.8,5887,370.71,349.48,349.34
153.65,1551,154.71,141.39,150.99
242.78,4928,250.98,236.43,241.63
132.08,9484,133.31,127.25,127.16
328.45,2603,336.37,315.26,330.91
270.55,3792,280.89,255.29,273.28
415.23,9484,426.3,404.21,413.9
329.56,1113,337.32,322.48,332.54
363.64,6674,378.42,352.91,361.49
368.46,4156,377.36,356.07,373.32
335.84,3819,346.67,333.86,334.82
106.44,7342,122.64,97,108.12
432.82,1633,437.14,420.46,431.05
466.68,5636,473.78,463.22,466.19
313.7,8778,324.6,304.17,315.15
144.86,8775,160.45,137.28,143.34
361.88,3803,370.96,344.39,363.45
245.49,8306,247.87,235.19,241.95
129.31,6556,149.1,120.21,129.15
441.68,6648,456.13,436.05,439.41
384.69,6771,399.42,365.49,388.89
421.93,4563,431.77,402.67,425.18
418.45,2588,429.84,410.48,418.32
243.07,6729,262.96,224.42,242.61
292.89,9265,305.19,280.13,296.23
193.46,3484,198.62,177.62,195.37
401.96,8684,421.28,399.25,403.79
309.58,2888,320.8,308.18,310.07
360,5771,361.4,349.23,363.63
242.65,2389,254.54,240.21,239.54
371.67,5217,374.01,353.73,375.29
368.48,5746,379.51,351.9,368.69
408.06,9639,424.74,393.48,409.28
162.17,6464,173.41,160.58,166.8
349.47,7690,357.56,339.76,348.71
451.79,5898,469.56,449.31,453.47
137.66,7178,156.29,119.02,137.89
484.3,7944,491.9,471.66,488.61
183.11,8595,193.59,179.14,182.99
474.62,6863,494.29,462.97,472.18
447.21,1293,451.59,443.96,447.04
408.08,5268,414.74,404.31,412.24
183.77,8197,192.91,181.24,183.78
186.58,5058,189.49,169.01,183.04
203.72,6282,209.89,192.35,204.14
424.18,8195,435.53,416.95,423.06
175.08,6544,180.42,174.06,176.57
332.34,9495,346.38,322.37,329.75
411.01,3951,418.62,400.27,409.23
284.25,5761,286.96,276.86,284.42
436.3,8018,451.82,426.1,432.48
324.84,6756,336.62,321.93,321.95
338.05,3930,354.72,319.53,341.06
370.71,3716,378.56,364.8,375.11
438.39,7966,439.76,419.37,443.09
101.85,6825,103.74,91.49,106.23
257.02,4375,273.14,239.74,261.44
485.2,9143,494,473.23,488.41
139.47,2610,159.02,122.42,141.82
193.38,1122,210.16,192.19,190.7
328.37,7564,329.68,323.83,327.79
443.15,6378,460.68,435.43,442.13
138.88,8604,143.93,132.25,141.18
101.61,9359,111.85,82.62,101.37
374.81,9720,385.43,366.31,373.41
338.92,9573,341.06,319.45,342.06
208.42,3789,211.81,195.05,210.92
483.05,6483,492.08,466.17,481.73
323.66,8982,336.87,315.18,322.85
365.37,4977,371.39,360.75,369.3
251.51,8228,262.51,249.55,253.84
468.64,1244,476.84,455.16,470.54
210.43,2948,223.41,190.97,212.55
399.52,2352,408.58,396.27,395.54
146.67,2729,163.85,131,147.3
315.11,9003,334.81,307.19,313.02
331.12,5264,349.46,311.24,326.96
175.34,6351,179.54,157.81,177.65
229.51,2117,239.2,224.13,227.55
171.48,9170,181.2,155.93,169.58
438.01,1458,454.98,423.06,439.41
362.88,1518,370.66,347.37,364.54
278.57,5231,290.02,276,278.31
322.39,1762,334.97,306.01,322.96
237.62,9385,240.74,231.65,241.11
271.5,4689,283.1,259.28,267.57
347.75,8317,353.44,344.56,343.4
184.59,2249,189.52,172.99,186.15
153.64,5016,159.39,135.42,154.68
477.78,6379,480.67,473.42,474.64
194.74,3648,197.07,177.5,194.96
298.09,9120,311.38,288.82,300.55
404.61,3116,423.49,397.48,406.93
322.43,9139,336.51,320.35,323.39
353.95,4380,360.88,342.91,350.25
165.37,2874,172.74,160.57,163.41
257.97,6502,269.26,239.11,257.03
376.09,3532,393.55,370.57,378.98
183.91,8350,188.76,171.77,184.35
293.42,6678,303.32,281.81,295.75
335.7,6080,346.18,328.3,339.93
415.73,4000,434.43,398.54,416.97
186.54,4704,197.72,182.06,183.91
491.24,9770,507.07,474.71,487.63
486.97,6633,489.64,482.03,481.98
104.92,5490,112.13,103.17,101.67
247.19,3029,259.81,228.26,244.88
127.14,8133,141.01,114.03,124.83
226.9,9332,244.72,213.92,228.57
342.83,2191,355.04,336.79,339.33
343.49,4400,350,339.85,342.85
138.67,4587,149.91,124.25,133.71
370.85,1675,385.37,359.99,368.46
438.54,3079,454.44,431.5,433.95
352.47,7328,371.41,345.45,354.56
223.99,7033,228.61,206.09,222.53
101,7638,114.56,83.09,100.8
359.36,1941,364.17,353.15,361.98
371.1,1422,378.14,355.01,374.73
383.5,2334,387.21,378.19,383.67
115.7,2948,131.39,99.35,117.2
306.58,4290,324.95,303.18,308.94
265.37,7496,266.94,249.97,263.23
406.94,9432,423.4,395.38,409.01
389.08,9875,394.67,385.84,390.61
480.26,7675,490.52,467.57,479.69
459,4167,474.22,454.35,457.41
323.2,7996,333.83,318.51,327.94
492.19,9548,497.58,482.69,497.05
160.09,3074,178.3,140.76,162.04
102.86,9485,115.14,84.91,101.71
143.13,1985,161.83,126.43,145.65
242.04,5171,259.13,224.87,243.84
402.1,8946,419.76,391.66,402.55
253.23,6023,261.1,245.11,249.55
412.24,5068,432,394.45,416.71
397.11,6499,414.31,394.58,394.44
417.74,3089,425.15,397.81,416.67
174.91,1414,192.94,163.4,173.33
306.41,8818,321.76,295.14,302.95
385.08,1635,399.85,378.53,380.32
213.67,4375,214.79,209.43,217.97
435.21,3451,436.64,421.28,437.61
411.72,1636,425.93,403.85,406.93
147.95,7533,154.25,141.2,149.83
187.16,5919,189.27,183.07,183.45
194.95,2489,201.38,183.78,197.19
451.39,3811,468.31,439.21,451.44
174.69,4473,184.63,165.27,179.47
348.84,8914,361.53,347.61,348.16
125.96,3345,142.17,115.62,128.45
321,3619,328.15,314.83,316.42
156.5,5151,157.71,152.87,160.86
330.2,1258,337.34,318.22,330.82
247.12,8633,266.3,233.36,245.26
342.27,8119,352.44,331.42,338.54
257.78,7186,269.6,245.11,259.19
441.72,9603,457.17,429.19,444.18
402.79,9105,405.97,399.43,398.64
437.88,9531,452.83,432.78,434.53
188.82,6140,195.48,187.64,187.68
159.53,4052,167.9,139.87,163.04
322.93,6001,329.05,317.92,327.76
449.13,1939,453.05,432.65,451.58
144.25,5276,152.12,128.41,139.31
193.56,6877,196.35,179.16,197.59
398.4,8972,415.45,388.85,393.66
286.14,6815,292.96,274.05,290.12
341.39,3699,354.8,336.84,340.49
336.7,6626,343.34,333.69,339.12
264.94,5098,269.95,257.26,260.81
382.28,4725,396.84,365.59,378.93
440.91,9866,453.76,429.19,440.42
463.1,4425,468.25,447.59,458.49
118.56,9349,131.19,100.65,117.46
321.44,7726,322.54,309.79,323.96
116.15,9081,120.51,108.17,117.7
460.37,9656,475.2,443.11,458.89
271.71,7968,280.5,266.34,266.79
460.21,2439,465.08,458.74,457.91
175.07,6744,185.69,173.11,177.84
164.95,4036,174.79,152.89,163.35
463.33,9931,476.37,445.38,462.1
475.35,9513,477.73,463.63,471.09
406.72,3980,423.28,397.94,407.73
188.81,7797,190.92,176.85,190.03
168.79,3367,178.42,155.04,168.1
399.21,4702,413.7,383.79,401.81
353.91,5884,361.46,346.31,357.68
448.83,5744,467.12,440.48,451.34
210.72,5497,226.07,209.28,211.17
218.14,2143,227.24,204.8,222.5
392.66,7212,397.15,376.9,391.48
207.15,7205,208.97,196.44,208.69
284.95,3168,301.18,276.8,285.7
308.06,7659,312.75,300.73,311.47
367.67,6837,373.8,354.42,367.67
237.75,3672,238.95,230.47,238.29
443.33,9090,444.68,430.95,442.87
260.93,2185,266.31,242.32,257.34
116.55,6891,134.13,109.27,120.41
126.8,7122,142.64,124.5,130.42
488.63,8659,504.26,471.02,490.65
348.82,4378,365.53,342.62,347.3
296.37,4969,300.92,276.59,294.92
447.87,1745,467.47,430.91,443.23
386.75,8145,392.17,377.64,382.53
172.56,9607,176.41,159.62,172.69
102.92,1569,109.52,96.64,98.42
492.85,5245,503.93,490.25,488.84
351.69,3066,355.05,340.7,349.2
290.83,8897,305.86,281.76,289.57
477.86,7499,485.92,458.43,477.76
247.68,7899,259.48,235.33,245.93
389.02,2969,403.97,373.83,393.43
368.05,1787,386.18,364.48,372.55
370.81,3348,387.38,356.06,366.37
370.85,6975,382.06,368.78,375.71
104.17,8470,124,91.52,100.9
429.72,4171,440.79,412.79,428.03
469.18,5912,480.37,459,472.55
279.74,9598,283.75,274.65,281.62
324.19,3142,328.02,314.76,319.78
229.89,9350,234.09,212.9,232.63
414.03,7499,426.27,399.46,415.66
394.64,6649,403.53,382.14,399.15
395.4,5297,403.73,381.22,399.5
393.97,6382,397.39,377.12,398.72
187.42,4756,195.66,183.53,186.97
145.01,4099,153.19,128.01,147.07
224.3,2041,237.1,207.98,228.92
330.15,4061,338.53,320.08,325.17
259.81,1874,268.77,251.15,262.7
199.7,8695,205.88,180.98,195.24
108.92,2919,112.41,92.35,113.9
148.45,5135,155.15,128.67,143.59
142.13,6592,143.95,128.94,142.68
482.66,5708,487.53,481.06,482.86
411.53,8261,418.7,407.61,409.58
149.1,9249,152.87,132.51,151.42
286.88,6828,300.52,273.74,284.45
361.79,7761,368.13,357.03,359.7
484.41,7493,497.11,483.19,481.22
207.59,4610,220.82,201.59,209.73
205.62,3092,215.12,202,202.32
327.3,1973,336.84,309.65,331.28
442.95,3462,455,425.18,440.83
211.85,6425,217.84,194.84,212.03
150.33,3286,151.73,147.53,150.08
206.45,2482,219.71,202.89,208.48
279.63,3214,292.19,276.05,276.97
243.98,4834,254.03,238.07,247.37
444.49,5827,462.12,442.1,446.86
477.18,2686,487.84,457.53,475.6
251.38,8533,258.15,234.13,247.58
429.37,7464,443.93,427.05,429.42
127.44,2205,146.73,123.71,132.25
321.48,1967,336.48,315.5,316.72
432.68,6202,450.95,416.96,436.13
267.45,5759,270.59,252.88,269.45
157.37,3151,160.67,144.39,154.21
213.64,8344,217.57,195.3,213.4
296.76,2752,311.12,295.07,298.04
437.4,4437,445.8,433.33,439.37
399.44,7623,409.52,394.83,403.65
133.43,4307,139.41,131.3,137.16
318.46,8938,333.45,305.72,316.75
448.94,3492,466,443.96,445.14
330.84,8496,334.89,320.67,326.89
125.98,8744,130.64,111.95,130.66
429.25,3961,436.7,416.94,433.81
462.71,9258,469.03,456.2,465.9
255.68,1447,266.77,246.81,260.48
224.05,7431,239.35,216.6,221.8
317.34,4779,333.41,300.14,320.6
493.64,6307,498.6,484.66,493.66
434.99,1612,439.32,432.81,437.98
424.42,7548,432.33,411.65,425.53
177.26,7505,181.06,172.5,180.72
458.07,3692,460.81,450.63,457.04
322.38,5674,327.99,315.15,327.27
466.75,9915,475.24,464.38,463.94
360.68,7824,372.85,341.62,362.41
433.67,7145,448.41,422.27,436.69
166.21,4323,171.44,162.24,167.07
382.61,6214,399.16,371.05,380.51
202.9,2626,204.54,193.32,203.51
167.56,8223,177,160.01,167.61
329.59,6178,342.62,319.62,326.49
341.1,4471,347.63,327.37,343.73
296.25,8257,310.24,291.46,293.92
135.62,3101,153.09,124.4,138.94
197.9,7906,200.6,181.45,195.04
194.18,6678,204.92,188.95,194.2
225.48,3995,226.84,214.69,227.43
351.23,8213,357.54,331.88,356.18
275.19,5312,278.8,258.99,272.9
487.35,7777,500.22,475.09,488.71
106.34,2177,112.06,91.1,102.87
186.36,8679,192.73,175.37,189.56
329.36,2328,334.27,309.62,332.98
451.74,2181,457.37,447.52,455.62
113.56,6728,118.84,98.89,118.02
453.44,7296,467.7,452.33,452
302.91,5888,322.07,299.52,304.57
414.19,6018,424.51,399.48,412.35
479.46,9226,491.87,464.03,482.5
186.16,7413,202.71,184.41,185.32
335.16,2698,345.21,327.82,335.71
453.47,6665,460.21,450.22,449.8
437.76,8054,456.83,419.85,441.27
308.39,4590,326.6,298.76,308.22
479.8,3471,484.98,470.39,481.2
383.38,7945,397.74,366.72,385.07
309.65,3307,322.94,295.43,307.39
123.16,6167,136.5,104.64,126.11
294.92,1107,311.7,276.09,298.25
268.76,7870,282.57,261.81,268.92
222.1,4616,232.94,208.78,226.13
477.16,3582,494.23,465.86,473.77
470.28,3719,476.31,457.96,469.42
234.91,4510,248.82,222.03,230.36
274.31,9706,288.63,272.16,273.29
400.73,6003,418.26,382.72,405.7
434.02,8479,453.99,430.36,433.65
144.03,2219,155.62,134.97,143.22
296.32,6151,306.52,289.77,298.2
465.8,2608,478.21,454.28,461.29
365.84,3556,379.35,346.57,364.37
317.19,2282,331.73,308.35,317.52
387.22,6350,393.56,374.76,387.06
364.57,5388,374.83,360.89,366
476.9,7379,484.95,467.1,473.29
465.05,8970,466.79,446.65,464.08
259.11,1544,271.69,240.39,260.45
112.81,1644,130.43,101.43,110.82
233.07,6323,251.58,217.47,234.2
181.16,6647,191.99,180.09,185.74
152.62,1858,168.17,141.52,156.92
455.18,7833,469.71,440.26,457.43
383.97,8676,389.32,376.71,380.75
113.03,3232,115.23,94.91,115.87
467.9,5928,483.11,452.09,467.37
461.2,7968,467.57,445.58,465.72
479.76,1405,491.19,478.35,480.87
431.95,3944,442.91,427.46,429.13
131.55,9366,148.09,116.99,129.68
349.12,7037,362.37,337.45,347.31
133.24,5695,150.33,121.24,131
385.36,8967,400.65,384.08,388.08
178.8,9301,198.8,169.4,177.17
474.32,8745,491.74,458.38,471.28
473.67,7755,478.68,460.06,474.63
337.84,7982,357.11,325.96,337.49
401.07,5323,408.53,386.84,396.29
443.26,5839,455.81,426.09,441.05
255.66,1746,274.54,238.52,251.04
331.68,4619,336.75,322.01,334.35
170.41,7634,187.7,163.56,174.92
494.2,7811,513.31,486.24,494.2
471.76,9850,488.98,460.86,472.34
293.37,3352,309.93,290.67,296.82
321.33,1367,327.36,309.1,316.52
274.68,8859,283.41,265.07,271.3
100.67,4540,116.11,85.25,102.21
192,1571,195.24,185.79,194.42
140.66,8392,158.54,138.4,141.92
229.16,7953,234.15,211.16,233.55
194.49,9966,206.23,192.2,193.42
404.66,5905,407.65,386.04,405.21
301.92,2650,306.44,291.47,306.48
426.8,4480,438.92,424.73,430.79
354.28,9491,367.34,350.89,349.59
362.49,4621,368.62,351.36,361.01
450.5,9169,453.76,449.2,452.89
438.88,7386,450.32,420.49,433.89
125.32,5765,142.29,109.19,128.95
331.34,4983,336.17,320.75,331.36
265.24,4283,279.38,246.64,261.1
339.85,7716,348.19,333.92,339.28
445.06,6626,463.97,427.84,444.98
104.82,2668,107.39,88.52,103.49
104.39,4692,106.15,92.33,103.93
125.02,2357,128.38,117.96,128.94
449.95,3943,465.82,438.35,448.19
241.39,6544,259.93,222.21,246
248.49,2819,265.12,245.89,250.36
238.16,5233,252.8,233.34,242.12
192.39,9828,194.48,179.15,189.47
115.55,2203,120.61,101.65,115.46
462.61,5317,481.38,458.48,463.26
193.15,2393,205.98,176.83,189
457.58,5255,467.47,438.93,457.51
482.28,2227,495.68,479.77,485.89
330.66,1527,335.05,311.15,326.18
248.91,7745,266.87,242.57,250.33
406.32,9127,419.79,399.45,411.21
110.15,7946,120.11,108.3,110.43
471.55,5712,481.24,461.1,469.58
263.17,8279,279.79,244.03,264.02
223.44,1214,230.29,219.38,223.86
150.77,2941,154.38,138.81,146.83
482.07,5785,486.6,475.85,479.21
424.41,6652,426.95,423.06,426.11
389.58,5833,400.23,369.82,390.5
472.39,8213,486.25,457.78,470.83
483.93,2438,502.68,468.96,488.72
207.38,9096,222.64,193.78,208.83
414.61,4202,426.69,410.88,411.92
406.79,2975,424.21,401.87,406.5
322.93,4089,340.88,314.6,325.04
160.17,7555,174.71,140.26,161.89
476.14,5238,478.21,462.36,473.6
226.15,2563,232.7,216.75,227.63
331.55,5909,338.94,321.34,329.88
107.75,4447,127.7,89.23,107.33
271.66,6607,281.48,266.93,273.35
346.76,2117,362.23,339.66,347.57
252.38,8168,268.85,244.34,254.51
290.84,9646,304.25,272.79,289.66
176.81,8993,178.16,161.05,179.33
240.09,8629,241.46,227.86,235.25
389.35,4639,405.9,382.37,386.23
487.88,6776,502.93,483.04,492.62
287.51,1077,298.7,280.23,283.38
374.42,9838,380.15,355.76,376.04
490.48,2102,493.12,472.18,494.64
409.92,8099,414.04,400.9,413.51
104.05,1247,116.08,96.87,108.18
474.22,4292,485.59,456.41,479.06
446.63,2150,465.51,437.15,445.2
208.45,5999,227.63,206.71,206.75
172.62,9605,184.56,165.05,168.83
459.69,9867,476.68,447.15,456.7
375.48,2409,391.91,356.53,377.01
194.8,8684,210.09,185.73,193.11
385.55,9524,394.86,379.99,383.96
340.09,3343,348.49,331.78,341.55
223.69,9632,229.7,221.6,219.73
322.71,7922,341.51,304.63,318.27
310.91,9720,327.76,309.27,313.94
303.91,6706,308.27,302.89,306.81
306.95,8288,312.74,294.28,305.8
100.16,2817,112.21,96.24,101.09
207.45,8009,216.31,200.83,204.83
272.35,3545,277.41,262.02,271.02
150.9,5248,166.93,134.85,146.27
399.67,5439,400.7,391.3,397.4
438.75,5211,446.28,419.57,433.92
427.11,4997,445.77,417.5,426.35
283.85,9295,299.31,265.37,284.05
376.28,3295,384.91,366.69,376.23
130.75,6041,149.4,119.95,129.16
179.76,1363,197.87,160.56,176.83
118.78,2409,120.77,104.95,118.32
486.18,5983,489.61,482.34,489.88
329.73,2226,338.08,317.35,334.56
170.1,4445,188.75,164.82,168.22
383.02,7119,400.06,376.13,387.76
295.65,1964,297.56,278.73,295
273.7,2813,284.44,259.74,274.84
465.38,2284,480.07,458.93,468.42
383.28,7661,389.52,382.19,381.88
376.26,6391,390.99,365.17,373.35
138.92,3807,146.95,133.17,136.65
136.81,9599,143.02,135.27,140.2
365.77,9205,374.23,363.57,370.12
162.6,1535,181.66,148.8,158.88
281.3,1253,299.5,272.43,283.25
327.92,3891,346.29,321.93,323.27
255.24,8078,273.67,237.52,258.99
134.06,6878,138.45,117.39,137.63
